ubigeo,departamento,provincia,distrito,grupo_etario,nPositivos,nFallecidos,nHabitantes,infectadosPCP,muertesPCP,tasa_fatalidad
150203,LIMA,BARRANCA,PATIVILCA,2,6.0,,6734.0,0.891000891000891,,
150203,LIMA,BARRANCA,PATIVILCA,3,1.0,,3708.0,0.2696871628910464,,
150204,LIMA,BARRANCA,SUPE,2,9.0,,9777.0,0.9205277692543725,,
150204,LIMA,BARRANCA,SUPE,3,10.0,,4499.0,2.222716159146477,,
150204,LIMA,BARRANCA,SUPE,4,4.0,,1370.0,2.9197080291970803,,
150205,LIMA,BARRANCA,SUPE PUERTO,1,2.0,,4882.0,0.40966816878328555,,
150205,LIMA,BARRANCA,SUPE PUERTO,2,12.0,,5005.0,2.3976023976023977,,
150205,LIMA,BARRANCA,SUPE PUERTO,3,8.0,,2491.0,3.2115616218386194,,
150301,LIMA,CAJATAMBO,CAJATAMBO,2,2.0,,653.0,3.0627871362940278,,
150301,LIMA,CAJATAMBO,CAJATAMBO,3,2.0,,524.0,3.8167938931297707,,
150302,LIMA,CAJATAMBO,COPA,2,1.0,,218.0,4.587155963302752,,
150303,LIMA,CAJATAMBO,GORGOR,1,2.0,,733.0,2.728512960436562,,
150304,LIMA,CAJATAMBO,HUANCAPON,3,1.0,,246.0,4.065040650406504,,
150304,LIMA,CAJATAMBO,HUANCAPON,4,1.0,,111.0,9.00900900900901,,
150401,LIMA,CANTA,CANTA,2,1.0,,847.0,1.1806375442739079,,
150401,LIMA,CANTA,CANTA,3,2.0,,651.0,3.0721966205837172,,
150401,LIMA,CANTA,CANTA,5,1.0,,174.0,5.747126436781609,,
150402,LIMA,CANTA,ARAHUAY,2,1.0,,168.0,5.952380952380952,,
150402,LIMA,CANTA,ARAHUAY,3,1.0,,172.0,5.813953488372093,,
150404,LIMA,CANTA,HUAROS,2,1.0,,248.0,4.032258064516129,,
150405,LIMA,CANTA,LACHAQUI,5,1.0,,131.0,7.633587786259541,,
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,1,1.0,,2317.0,0.43159257660768235,,
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,2,12.0,,2483.0,4.8328634716069265,,
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,3,1.0,,1028.0,0.9727626459143969,,
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,4,3.0,,266.0,11.278195488721805,,
150601,LIMA,HUARAL,HUARAL,1,9.0,,35281.0,0.25509481023780506,,
150601,LIMA,HUARAL,HUARAL,2,191.0,,41807.0,4.568612911713349,,
150603,LIMA,HUARAL,ATAVILLOS BAJO,4,2.0,,121.0,16.528925619834713,,
150604,LIMA,HUARAL,AUCALLAMA,1,2.0,,6261.0,0.3194377894904967,,
150604,LIMA,HUARAL,AUCALLAMA,2,6.0,,9179.0,0.6536659766859134,,
150604,LIMA,HUARAL,AUCALLAMA,3,6.0,,3974.0,1.509813789632612,,
150604,LIMA,HUARAL,AUCALLAMA,5,1.0,,702.0,1.4245014245014245,,
150605,LIMA,HUARAL,CHANCAY,1,5.0,,21457.0,0.23302418791070514,,
150606,LIMA,HUARAL,IHUARI,5,1.0,,179.0,5.58659217877095,,
150607,LIMA,HUARAL,LAMPIAN,4,2.0,,42.0,47.61904761904761,,
150608,LIMA,HUARAL,PACARAOS,2,1.0,,308.0,3.246753246753247,,
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,4,1.0,,67.0,14.925373134328359,,
150701,LIMA,HUAROCHIRÍ,MATUCANA,2,5.0,,1497.0,3.3400133600534403,,
150701,LIMA,HUAROCHIRÍ,MATUCANA,3,1.0,,931.0,1.0741138560687433,,
150702,LIMA,HUAROCHIRÍ,ANTIOQUIA,2,1.0,,519.0,1.9267822736030829,,
150702,LIMA,HUAROCHIRÍ,ANTIOQUIA,3,1.0,,271.0,3.6900369003690034,,
150705,LIMA,HUAROCHIRÍ,CHICLA,2,2.0,,2114.0,0.9460737937559129,,
150705,LIMA,HUAROCHIRÍ,CHICLA,3,5.0,,680.0,7.352941176470588,,
150707,LIMA,HUAROCHIRÍ,HUACHUPAMPA,5,1.0,,52.0,19.230769230769234,,
150709,LIMA,HUAROCHIRÍ,HUAROCHIRI,1,4.0,,438.0,9.1324200913242,,
150709,LIMA,HUAROCHIRÍ,HUAROCHIRI,2,13.0,,459.0,28.322440087145967,,
150709,LIMA,HUAROCHIRÍ,HUAROCHIRI,3,6.0,,292.0,20.54794520547945,,
150709,LIMA,HUAROCHIRÍ,HUAROCHIRI,5,1.0,,114.0,8.771929824561402,,
150713,LIMA,HUAROCHIRÍ,MARIATANA,1,1.0,,542.0,1.8450184501845017,,
150713,LIMA,HUAROCHIRÍ,MARIATANA,4,1.0,,81.0,12.345679012345679,,
150714,LIMA,HUAROCHIRÍ,RICARDO PALMA,1,3.0,,2681.0,1.1189854531891086,,
150714,LIMA,HUAROCHIRÍ,RICARDO PALMA,2,14.0,,2431.0,5.758946935417524,,
150714,LIMA,HUAROCHIRÍ,RICARDO PALMA,3,3.0,,1225.0,2.4489795918367347,,
150714,LIMA,HUAROCHIRÍ,RICARDO PALMA,4,1.0,,343.0,2.9154518950437316,,
150714,LIMA,HUAROCHIRÍ,RICARDO PALMA,5,2.0,,220.0,9.09090909090909,,
150716,LIMA,HUAROCHIRÍ,SAN ANTONIO,1,2.0,,228.0,8.771929824561402,,
150716,LIMA,HUAROCHIRÍ,SAN ANTONIO,2,40.0,,445.0,89.8876404494382,,
150716,LIMA,HUAROCHIRÍ,SAN ANTONIO,3,16.0,,255.0,62.745098039215684,,
150716,LIMA,HUAROCHIRÍ,SAN ANTONIO,4,4.0,,45.0,88.88888888888889,,
150717,LIMA,HUAROCHIRÍ,SAN BARTOLOMÉ,3,1.0,,321.0,3.115264797507788,,
150719,LIMA,HUAROCHIRÍ,SAN JUAN DE IRIS,2,2.0,,321.0,6.230529595015576,,
150721,LIMA,HUAROCHIRÍ,SAN LORENZO DE QUINTI,2,1.0,,363.0,2.7548209366391188,,
150722,LIMA,HUAROCHIRÍ,SAN MATEO,2,4.0,,1748.0,2.288329519450801,,
150722,LIMA,HUAROCHIRÍ,SAN MATEO,3,4.0,,836.0,4.784688995215311,,
150722,LIMA,HUAROCHIRÍ,SAN MATEO,4,1.0,,208.0,4.807692307692308,,
150727,LIMA,HUAROCHIRÍ,SANTA CRUZ DE COCACHACRA,2,1.0,,1134.0,0.8818342151675485,,
150727,LIMA,HUAROCHIRÍ,SANTA CRUZ DE COCACHACRA,3,2.0,,573.0,3.4904013961605584,,
150727,LIMA,HUAROCHIRÍ,SANTA CRUZ DE COCACHACRA,4,2.0,,110.0,18.18181818181818,,
150727,LIMA,HUAROCHIRÍ,SANTA CRUZ DE COCACHACRA,5,1.0,,88.0,11.363636363636363,,
150728,LIMA,HUAROCHIRÍ,SANTA EULALIA,2,19.0,,5376.0,3.5342261904761907,,
150728,LIMA,HUAROCHIRÍ,SANTA EULALIA,3,5.0,,2488.0,2.0096463022508035,,
150728,LIMA,HUAROCHIRÍ,SANTA EULALIA,5,1.0,,515.0,1.941747572815534,,
150730,LIMA,HUAROCHIRÍ,SANTIAGO DE TUNA,3,1.0,,129.0,7.751937984496124,,
150730,LIMA,HUAROCHIRÍ,SANTIAGO DE TUNA,5,1.0,,53.0,18.867924528301884,,
150731,LIMA,HUAROCHIRÍ,SANTO DOMINGO DE LOS OLLEROS,2,3.0,,1436.0,2.0891364902506964,,
150731,LIMA,HUAROCHIRÍ,SANTO DOMINGO DE LOS OLLEROS,3,4.0,,484.0,8.264462809917356,,
150731,LIMA,HUAROCHIRÍ,SANTO DOMINGO DE LOS OLLEROS,4,2.0,,98.0,20.408163265306122,,
150732,LIMA,HUAROCHIRÍ,SURCO,1,1.0,,420.0,2.3809523809523814,,
150732,LIMA,HUAROCHIRÍ,SURCO,2,9.0,,516.0,17.441860465116278,,
150732,LIMA,HUAROCHIRÍ,SURCO,3,8.0,,416.0,19.230769230769234,,
150732,LIMA,HUAROCHIRÍ,SURCO,5,1.0,,89.0,11.235955056179774,,
150801,LIMA,HUAURA,HUACHO,2,56.0,,26265.0,2.132114981915096,,
150803,LIMA,HUAURA,CALETA DE CARQUIN,1,1.0,,2197.0,0.4551661356395084,,
150803,LIMA,HUAURA,CALETA DE CARQUIN,2,4.0,,3958.0,1.010611419909045,,
150805,LIMA,HUAURA,HUALMAY,2,25.0,,11247.0,2.222814972881657,,
150805,LIMA,HUAURA,HUALMAY,3,19.0,,6015.0,3.1587697423108896,,
150806,LIMA,HUAURA,HUAURA,1,1.0,,12909.0,0.07746533426291735,,
150806,LIMA,HUAURA,HUAURA,2,24.0,,14788.0,1.622937516905599,,
150806,LIMA,HUAURA,HUAURA,4,4.0,,1611.0,2.4829298572315333,,
150807,LIMA,HUAURA,LEONCIO PRADO,2,1.0,,700.0,1.4285714285714286,,
150807,LIMA,HUAURA,LEONCIO PRADO,4,1.0,,143.0,6.993006993006993,,
150810,LIMA,HUAURA,SANTA MARÍA,1,1.0,,13140.0,0.07610350076103502,,
150810,LIMA,HUAURA,SANTA MARÍA,2,18.0,,15169.0,1.1866306282549937,,
150810,LIMA,HUAURA,SANTA MARÍA,3,19.0,,6843.0,2.776559988309221,,
150810,LIMA,HUAURA,SANTA MARÍA,5,1.0,,1530.0,0.6535947712418301,,
150811,LIMA,HUAURA,SAYAN,1,5.0,,8894.0,0.5621767483696875,,
150811,LIMA,HUAURA,SAYAN,2,14.0,,9870.0,1.4184397163120568,,
150812,LIMA,HUAURA,VEGUETA,2,5.0,,10589.0,0.47218811974690716,,
150812,LIMA,HUAURA,VEGUETA,3,10.0,,4430.0,2.257336343115124,,
150812,LIMA,HUAURA,VEGUETA,5,1.0,,851.0,1.1750881316098707,,
150901,LIMA,OYÓN,OYON,1,1.0,,4553.0,0.21963540522732264,,
150901,LIMA,OYÓN,OYON,2,1.0,,5258.0,0.1901863826550019,,
150906,LIMA,OYÓN,PACHANGARA,2,5.0,,968.0,5.1652892561983474,,
150906,LIMA,OYÓN,PACHANGARA,5,1.0,,150.0,6.666666666666667,,
151002,LIMA,YAUYOS,ALIS,2,2.0,,1124.0,1.779359430604982,,
151003,LIMA,YAUYOS,ALLAUCA,2,3.0,,416.0,7.211538461538462,,
151008,LIMA,YAUYOS,CATAHUASI,1,1.0,,385.0,2.5974025974025974,,
151008,LIMA,YAUYOS,CATAHUASI,2,2.0,,372.0,5.376344086021506,,
151008,LIMA,YAUYOS,CATAHUASI,3,1.0,,225.0,4.444444444444445,,
151008,LIMA,YAUYOS,CATAHUASI,5,2.0,,90.0,22.22222222222222,,
151009,LIMA,YAUYOS,CHOCOS,3,1.0,,153.0,6.5359477124183005,,
151013,LIMA,YAUYOS,HUAMPARA,3,1.0,,41.0,24.390243902439025,,
151013,LIMA,YAUYOS,HUAMPARA,4,1.0,,24.0,41.666666666666664,,
151015,LIMA,YAUYOS,HUANGASCAR,5,1.0,,56.0,17.857142857142858,,
151016,LIMA,YAUYOS,HUANTAN,4,1.0,,55.0,18.18181818181818,,
151016,LIMA,YAUYOS,HUANTAN,5,1.0,,42.0,23.809523809523807,,
151020,LIMA,YAUYOS,MADEAN,3,1.0,,120.0,8.333333333333334,,
151020,LIMA,YAUYOS,MADEAN,5,1.0,,42.0,23.809523809523807,,
151022,LIMA,YAUYOS,OMAS,4,1.0,,64.0,15.625,,
151022,LIMA,YAUYOS,OMAS,5,1.0,,89.0,11.235955056179774,,
151029,LIMA,YAUYOS,TAURIPAMPA,2,2.0,,159.0,12.578616352201259,,
160101,LORETO,MAYNAS,IQUITOS,1,32.0,,51576.0,0.6204436171862883,,
160102,LORETO,MAYNAS,ALTO NANAY,1,1.0,,1567.0,0.6381620931716656,,
160102,LORETO,MAYNAS,ALTO NANAY,2,9.0,,921.0,9.771986970684038,,
160103,LORETO,MAYNAS,FERNANDO LORES,1,1.0,,7024.0,0.14236902050113895,,
160103,LORETO,MAYNAS,FERNANDO LORES,2,11.0,,4381.0,2.5108422734535494,,
160103,LORETO,MAYNAS,FERNANDO LORES,3,5.0,,2414.0,2.071251035625518,,
160103,LORETO,MAYNAS,FERNANDO LORES,4,2.0,,676.0,2.9585798816568047,,
160104,LORETO,MAYNAS,INDIANA,1,7.0,,5852.0,1.1961722488038278,,
160104,LORETO,MAYNAS,INDIANA,2,20.0,,3224.0,6.20347394540943,,
160104,LORETO,MAYNAS,INDIANA,4,4.0,,490.0,8.16326530612245,,
160105,LORETO,MAYNAS,LAS AMAZONAS,1,1.0,,4397.0,0.22742779167614283,,
160105,LORETO,MAYNAS,LAS AMAZONAS,2,1.0,,2493.0,0.40112314480545525,,
160105,LORETO,MAYNAS,LAS AMAZONAS,3,1.0,,1334.0,0.7496251874062968,,
160106,LORETO,MAYNAS,MAZAN,2,1.0,,3951.0,0.2531004808909137,,
160106,LORETO,MAYNAS,MAZAN,3,1.0,,1950.0,0.5128205128205128,,
160107,LORETO,MAYNAS,NAPO,1,1.0,,9520.0,0.10504201680672269,,
160107,LORETO,MAYNAS,NAPO,2,4.0,,4382.0,0.9128251939753537,,
160107,LORETO,MAYNAS,NAPO,3,4.0,,2071.0,1.931434089811685,,
160107,LORETO,MAYNAS,NAPO,4,2.0,,517.0,3.8684719535783367,,
160108,LORETO,MAYNAS,PUNCHANA,1,15.0,,36663.0,0.40913182227313644,,
160112,LORETO,MAYNAS,BELÉN,1,5.0,,29603.0,0.16890180049319325,,
160112,LORETO,MAYNAS,BELÉN,2,122.0,,24676.0,4.944075214783595,,
160112,LORETO,MAYNAS,BELÉN,4,10.0,,2603.0,3.84172109104879,,
160112,LORETO,MAYNAS,BELÉN,5,6.0,,1583.0,3.790271636133923,,
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,1,3.0,,61314.0,0.04892846658185733,,
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,2,189.0,,48455.0,3.9005262614797234,,
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,1,11.0,,41517.0,0.2649517065298552,,
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,2,61.0,,32342.0,1.8860923876074456,,
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,3,52.0,,14059.0,3.698698342698627,,
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,4,18.0,,3149.0,5.7161003493172435,,
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,5,4.0,,1815.0,2.2038567493112944,,
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,1,1.0,,9391.0,0.10648493238206794,,
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,3,1.0,,1598.0,0.6257822277847309,,
160206,LORETO,ALTO AMAZONAS,LAGUNAS,2,1.0,,3957.0,0.25271670457417234,,
160206,LORETO,ALTO AMAZONAS,LAGUNAS,3,3.0,,1978.0,1.5166835187057635,,
160301,LORETO,LORETO,NAUTA,1,5.0,,15966.0,0.31316547663785543,,
160301,LORETO,LORETO,NAUTA,2,33.0,,9327.0,3.538115149565777,,
160301,LORETO,LORETO,NAUTA,3,18.0,,4735.0,3.8014783526927136,,
160301,LORETO,LORETO,NAUTA,4,1.0,,1166.0,0.8576329331046312,,
160303,LORETO,LORETO,TIGRE,2,2.0,,2151.0,0.9298000929800093,,
160304,LORETO,LORETO,TROMPETEROS,2,4.0,,3161.0,1.2654223347042075,,
160304,LORETO,LORETO,TROMPETEROS,4,1.0,,156.0,6.41025641025641,,
160305,LORETO,LORETO,URARINAS,2,4.0,,4274.0,0.9358914365933553,,
160401,LORETO,MARISCAL RAMÓN CASTILLA,RAMÓN CASTILLA,1,3.0,,11199.0,0.2678810608090008,,
160401,LORETO,MARISCAL RAMÓN CASTILLA,RAMÓN CASTILLA,2,65.0,,7365.0,8.825526137135098,,
160401,LORETO,MARISCAL RAMÓN CASTILLA,RAMÓN CASTILLA,4,5.0,,585.0,8.547008547008549,,
160401,LORETO,MARISCAL RAMÓN CASTILLA,RAMÓN CASTILLA,5,5.0,,331.0,15.105740181268883,,
160402,LORETO,MARISCAL RAMÓN CASTILLA,PEBAS,2,1.0,,3741.0,0.2673082063619353,,
160402,LORETO,MARISCAL RAMÓN CASTILLA,PEBAS,3,1.0,,1732.0,0.5773672055427251,,
160404,LORETO,MARISCAL RAMÓN CASTILLA,SAN PABLO,2,3.0,,3785.0,0.7926023778071335,,
160404,LORETO,MARISCAL RAMÓN CASTILLA,SAN PABLO,3,1.0,,1570.0,0.6369426751592356,,
160501,LORETO,REQUENA,REQUENA,2,4.0,,8032.0,0.49800796812749004,,
160501,LORETO,REQUENA,REQUENA,3,1.0,,3838.0,0.2605523710265763,,
160501,LORETO,REQUENA,REQUENA,4,2.0,,969.0,2.0639834881320946,,
160501,LORETO,REQUENA,REQUENA,5,1.0,,637.0,1.5698587127158556,,
160505,LORETO,REQUENA,MAQUIA,2,2.0,,2411.0,0.8295313148071339,,
160506,LORETO,REQUENA,PUINAHUA,3,1.0,,655.0,1.5267175572519083,,
160510,LORETO,REQUENA,JENARO HERRERA,4,1.0,,204.0,4.901960784313726,,
160601,LORETO,UCAYALI,CONTAMANA,2,6.0,,8191.0,0.732511292882432,,
160601,LORETO,UCAYALI,CONTAMANA,3,4.0,,3799.0,1.0529086601737299,,
160602,LORETO,UCAYALI,INAHUAYA,2,1.0,,540.0,1.8518518518518519,,
160603,LORETO,UCAYALI,PADRE MÁRQUEZ,2,2.0,,1213.0,1.6488046166529267,,
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,2,1.0,,962.0,1.0395010395010396,,
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,1,23.0,,35054.0,0.6561305414503338,,
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,2,148.0,,39569.0,3.740301751371023,,
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,3,77.0,,14621.0,5.266397647219753,,
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,5,6.0,,1140.0,5.263157894736842,,
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,1,1.0,,5259.0,0.19015021867275148,,
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,2,9.0,,6048.0,1.488095238095238,,
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,1,1.0,,6099.0,0.16396130513198887,,
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,2,2.0,,6125.0,0.32653061224489793,,
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,3,1.0,,2134.0,0.46860356138706655,,
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,2,1.0,,2539.0,0.3938558487593541,,
170201,MADRE DE DIOS,MANU,MANU,4,1.0,,128.0,7.8125,,
170204,MADRE DE DIOS,MANU,HUEPETUHE,2,2.0,,4475.0,0.446927374301676,,
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,2,2.0,,2438.0,0.8203445447087777,,
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,3,7.0,,1214.0,5.766062602965404,,
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,2,2.0,,1420.0,1.4084507042253522,,
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,3,2.0,,561.0,3.5650623885918002,,
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,1,3.0,,21815.0,0.137520055008022,,
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,2,82.0,,27697.0,2.9606094522872515,,
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,3,67.0,,13487.0,4.967746719062801,,
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,4,6.0,,3143.0,1.9090041361756285,,
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,5,7.0,,2131.0,3.2848427968090097,,
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,2,1.0,,939.0,1.0649627263045793,,
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,2,6.0,,3715.0,1.6150740242261106,,
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,3,1.0,,1689.0,0.5920663114268797,,
180106,MOQUEGUA,MARISCAL NIETO,TORATA,3,1.0,,1385.0,0.7220216606498194,,
180301,MOQUEGUA,ILO,ILO,1,9.0,,22161.0,0.406118857452281,,
180301,MOQUEGUA,ILO,ILO,2,88.0,,26771.0,3.2871390683949047,,
180301,MOQUEGUA,ILO,ILO,3,66.0,,14206.0,4.6459242573560475,,
180301,MOQUEGUA,ILO,ILO,4,12.0,,3445.0,3.4833091436865025,,
180301,MOQUEGUA,ILO,ILO,5,4.0,,2203.0,1.8157058556513845,,
190101,PASCO,PASCO,CHAUPIMARCA,1,2.0,,10653.0,0.18774054257016803,,
190101,PASCO,PASCO,CHAUPIMARCA,2,34.0,,11223.0,3.029493005435267,,
190101,PASCO,PASCO,CHAUPIMARCA,3,20.0,,4397.0,4.548555833522856,,
190101,PASCO,PASCO,CHAUPIMARCA,4,3.0,,772.0,3.8860103626943006,,
190101,PASCO,PASCO,CHAUPIMARCA,5,1.0,,372.0,2.688172043010753,,
190102,PASCO,PASCO,HUACHON,3,1.0,,781.0,1.2804097311139564,,
190103,PASCO,PASCO,HUARIACA,1,1.0,,2697.0,0.3707823507601038,,
190103,PASCO,PASCO,HUARIACA,2,13.0,,2547.0,5.104043973301924,,
190103,PASCO,PASCO,HUARIACA,3,6.0,,1319.0,4.548900682335102,,
190103,PASCO,PASCO,HUARIACA,4,1.0,,355.0,2.8169014084507045,,
190104,PASCO,PASCO,HUAYLLAY,2,11.0,,4974.0,2.2114997989545637,,
190104,PASCO,PASCO,HUAYLLAY,3,15.0,,1576.0,9.51776649746193,,
190105,PASCO,PASCO,NINACACA,2,3.0,,1390.0,2.158273381294964,,
190105,PASCO,PASCO,NINACACA,3,3.0,,717.0,4.184100418410042,,
190106,PASCO,PASCO,PALLANCHACRA,1,1.0,,673.0,1.4858841010401187,,
190106,PASCO,PASCO,PALLANCHACRA,2,1.0,,626.0,1.5974440894568689,,
190107,PASCO,PASCO,PAUCARTAMBO,1,3.0,,3983.0,0.7532011046949536,,
190107,PASCO,PASCO,PAUCARTAMBO,2,7.0,,4250.0,1.647058823529412,,
190107,PASCO,PASCO,PAUCARTAMBO,3,5.0,,2300.0,2.1739130434782608,,
190108,PASCO,PASCO,SAN FRANCISCO DE ASÍS DE YARUSYACAN,1,1.0,,1322.0,0.7564296520423601,,
190108,PASCO,PASCO,SAN FRANCISCO DE ASÍS DE YARUSYACAN,2,5.0,,2159.0,2.3158869847151458,,
190108,PASCO,PASCO,SAN FRANCISCO DE ASÍS DE YARUSYACAN,5,2.0,,143.0,13.986013986013987,,
190109,PASCO,PASCO,SIMON BOLÍVAR,2,14.0,,5596.0,2.5017869907076484,,
190109,PASCO,PASCO,SIMON BOLÍVAR,3,7.0,,2271.0,3.0823425803610744,,
190110,PASCO,PASCO,TICLACAYAN,1,1.0,,1236.0,0.8090614886731392,,
190110,PASCO,PASCO,TICLACAYAN,2,2.0,,1331.0,1.5026296018031555,,
190110,PASCO,PASCO,TICLACAYAN,3,2.0,,611.0,3.273322422258593,,
190111,PASCO,PASCO,TINYAHUARCO,2,7.0,,3323.0,2.1065302437556426,,
190111,PASCO,PASCO,TINYAHUARCO,3,3.0,,1170.0,2.5641025641025643,,
190112,PASCO,PASCO,VICCO,2,1.0,,1430.0,0.6993006993006993,,
190113,PASCO,PASCO,YANACANCHA,1,5.0,,12070.0,0.4142502071251035,,
190113,PASCO,PASCO,YANACANCHA,2,22.0,,12638.0,1.7407817692672891,,
190113,PASCO,PASCO,YANACANCHA,3,17.0,,5344.0,3.181137724550898,,
190113,PASCO,PASCO,YANACANCHA,4,2.0,,818.0,2.444987775061125,,
190113,PASCO,PASCO,YANACANCHA,5,3.0,,388.0,7.731958762886598,,
190201,PASCO,DANIEL ALCIDES CARRIÓN,YANAHUANCA,1,4.0,,4225.0,0.9467455621301775,,
190201,PASCO,DANIEL ALCIDES CARRIÓN,YANAHUANCA,2,9.0,,4214.0,2.1357380161366875,,
190201,PASCO,DANIEL ALCIDES CARRIÓN,YANAHUANCA,3,4.0,,2399.0,1.6673614005835766,,
190201,PASCO,DANIEL ALCIDES CARRIÓN,YANAHUANCA,4,1.0,,652.0,1.5337423312883436,,
190201,PASCO,DANIEL ALCIDES CARRIÓN,YANAHUANCA,5,1.0,,571.0,1.7513134851138354,,
190205,PASCO,DANIEL ALCIDES CARRIÓN,SAN PEDRO DE PILLAO,2,1.0,,433.0,2.3094688221709005,,
190205,PASCO,DANIEL ALCIDES CARRIÓN,SAN PEDRO DE PILLAO,5,1.0,,83.0,12.048192771084338,,
190206,PASCO,DANIEL ALCIDES CARRIÓN,SANTA ANA DE TUSI,4,1.0,,865.0,1.1560693641618498,,
190207,PASCO,DANIEL ALCIDES CARRIÓN,TAPUC,2,1.0,,839.0,1.1918951132300357,,
190207,PASCO,DANIEL ALCIDES CARRIÓN,TAPUC,3,2.0,,527.0,3.795066413662239,,
190207,PASCO,DANIEL ALCIDES CARRIÓN,TAPUC,5,1.0,,158.0,6.329113924050633,,
190208,PASCO,DANIEL ALCIDES CARRIÓN,VILCABAMBA,2,2.0,,729.0,2.743484224965706,,
190301,PASCO,OXAPAMPA,OXAPAMPA,1,2.0,,5576.0,0.3586800573888092,,
190301,PASCO,OXAPAMPA,OXAPAMPA,2,9.0,,6422.0,1.4014325755216444,,
190301,PASCO,OXAPAMPA,OXAPAMPA,3,7.0,,3219.0,2.1745883814849334,,
190301,PASCO,OXAPAMPA,OXAPAMPA,4,1.0,,790.0,1.2658227848101267,,
190301,PASCO,OXAPAMPA,OXAPAMPA,5,3.0,,558.0,5.376344086021506,,
190302,PASCO,OXAPAMPA,CHONTABAMBA,2,1.0,,1904.0,0.5252100840336135,,
190302,PASCO,OXAPAMPA,CHONTABAMBA,3,1.0,,856.0,1.1682242990654206,,
190303,PASCO,OXAPAMPA,HUANCABAMBA,3,2.0,,1097.0,1.8231540565177757,,
190304,PASCO,OXAPAMPA,PALCAZU,2,5.0,,2940.0,1.7006802721088434,,
190304,PASCO,OXAPAMPA,PALCAZU,3,1.0,,1269.0,0.7880220646178093,,
190305,PASCO,OXAPAMPA,POZUZO,1,1.0,,2058.0,0.48590864917395526,,
190305,PASCO,OXAPAMPA,POZUZO,2,2.0,,1832.0,1.0917030567685588,,
190305,PASCO,OXAPAMPA,POZUZO,3,1.0,,896.0,1.1160714285714286,,
190305,PASCO,OXAPAMPA,POZUZO,4,1.0,,189.0,5.291005291005291,,
190305,PASCO,OXAPAMPA,POZUZO,5,1.0,,154.0,6.493506493506494,,
190306,PASCO,OXAPAMPA,PUERTO BERMÚDEZ,2,5.0,,6755.0,0.7401924500370096,,
190306,PASCO,OXAPAMPA,PUERTO BERMÚDEZ,3,1.0,,2594.0,0.3855050115651503,,
190307,PASCO,OXAPAMPA,VILLA RICA,1,3.0,,6891.0,0.4353504571179799,,
190307,PASCO,OXAPAMPA,VILLA RICA,2,13.0,,6908.0,1.8818760856977417,,
190307,PASCO,OXAPAMPA,VILLA RICA,3,10.0,,3293.0,3.0367446097783177,,
190307,PASCO,OXAPAMPA,VILLA RICA,4,1.0,,971.0,1.0298661174047374,,
190307,PASCO,OXAPAMPA,VILLA RICA,5,2.0,,701.0,2.8530670470756063,,
190308,PASCO,OXAPAMPA,CONSTITUCIÓN,2,3.0,,5571.0,0.5385029617662898,,
190308,PASCO,OXAPAMPA,CONSTITUCIÓN,3,3.0,,2182.0,1.374885426214482,,
200101,PIURA,PIURA,PIURA,1,33.0,,50917.0,0.6481135966376652,,
200104,PIURA,PIURA,CASTILLA,1,19.0,,58849.0,0.3228602015327363,,
200105,PIURA,PIURA,CATACAOS,1,1.0,,30245.0,0.03306331625061994,,
